Past_PatTrans_Meth_Yr_Round,Pasture,Patch,Past_Pat,Past_Pat_Yr,Past_PatTrans,Past_PatTrans_Method,SweepVac,Round,Year,StartTime,Temp,Winds,OrdinalSamplingDate,Hemipterans,Hoppers,Zoophages,Phytophage,Hymenoptera,Dipt,Aphi,Penta,Heteroptera,Past_Pat_ImageYear,Fescue,Robel,Forb,WSG,Legume,Woody,Bare,Litter,Litter_Depth,HerbProp,CropProp,TreeProp,WaterProp,ImpSurProp,Tree_kmHa,ImageYear,Herb_ha,Crop_ha,ImpSur_ha,Tree_ha,Tree_mHa,Water_ha,FireTreat,TSF,HerbExp_14-18,HerbTreat_14-18,HerbYesNo_alltime,TSH,GrazingTreat,GrazingYesNo,Cole_Ad,Lepi_Ad,Lepi_La,Cole_La,Orth,Aran
GIL_C1_Sweep_2017_2,GIL,C,GIL_C,GIL_C_2017,GIL_C1,GIL_C1_Sweep,Sweep,2,2017,11.72,75,1,195,98,81,0,98,113,64,0,5,17,GIL_C_2016.17,9.631578947,5.210526316,46.44736842,20.71052632,32.42105263,3.315789474,7.342105263,86.81578947,1.434210526,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,2,Yes,SnS,Yes,2.5,IES,Yes,7,2,2,0,26,4
GIL_C1_Vacuum_2015_1,GIL,C,GIL_C,GIL_C_2015,GIL_C1,GIL_C1_Vacuum,Vacuum,1,2015,13.43,73,4,183,50,41,4,46,4,27,0,0,9,GIL_C_2016.17,8.483870968,0.709677419,24.80645161,30.74193548,8.580645161,0.096774194,81.83870968,12.87096774,0.177419355,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,0,Yes,SnS,Yes,0.5,IES,Yes,0,0,0,0,41,5
GIL_C1_Vacuum_2015_2,GIL,C,GIL_C,GIL_C_2015,GIL_C1,GIL_C1_Vacuum,Vacuum,2,2015,13.23,95,1,208,109,81,7,102,3,45,1,1,27,GIL_C_2016.17,8.483870968,0.709677419,24.80645161,30.74193548,8.580645161,0.096774194,81.83870968,12.87096774,0.177419355,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,0,Yes,SnS,Yes,0.5,IES,Yes,5,0,0,0,18,6
GIL_C1_Vacuum_2016_1,GIL,C,GIL_C,GIL_C_2016,GIL_C1,GIL_C1_Vacuum,Vacuum,1,2016,10.83,94,4,177,19,15,1,18,7,7,0,1,4,GIL_C_2016.17,8.9,3.866666667,49.8,11.06666667,11.26666667,1.166666667,14.8,77,1.7,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,1,Yes,SnS,Yes,1.5,IES,Yes,1,1,0,6,25,6
GIL_C1_Vacuum_2016_2,GIL,C,GIL_C,GIL_C_2016,GIL_C1,GIL_C1_Vacuum,Vacuum,2,2016,13.95,80,4,198,51,40,4,47,6,9,0,0,11,GIL_C_2016.17,8.9,3.866666667,49.8,11.06666667,11.26666667,1.166666667,14.8,77,1.7,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,1,Yes,SnS,Yes,1.5,IES,Yes,4,0,0,0,12,6
GIL_C1_Vacuum_2017_1,GIL,C,GIL_C,GIL_C_2017,GIL_C1,GIL_C1_Vacuum,Vacuum,1,2017,10.17,75,4,172,22,13,1,21,8,0,0,2,9,GIL_C_2016.17,9.631578947,5.210526316,46.44736842,20.71052632,32.42105263,3.315789474,7.342105263,86.81578947,1.434210526,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,2,Yes,SnS,Yes,2.5,IES,Yes,0,3,0,7,16,6
GIL_C1_Vacuum_2017_2,GIL,C,GIL_C,GIL_C_2017,GIL_C1,GIL_C1_Vacuum,Vacuum,2,2017,11.72,75,1,195,177,160,2,175,9,17,0,1,17,GIL_C_2016.17,9.631578947,5.210526316,46.44736842,20.71052632,32.42105263,3.315789474,7.342105263,86.81578947,1.434210526,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,2,Yes,SnS,Yes,2.5,IES,Yes,2,1,2,0,23,15
GIL_C2_Sweep_2015_1,GIL,C,GIL_C,GIL_C_2015,GIL_C2,GIL_C2_Sweep,Sweep,1,2015,14.72,73,4,183,38,28,2,36,6,41,0,0,10,GIL_C_2016.17,8.483870968,0.709677419,24.80645161,30.74193548,8.580645161,0.096774194,81.83870968,12.87096774,0.177419355,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,0,Yes,SnS,Yes,0.5,IES,Yes,1,0,0,0,9,7
GIL_C2_Sweep_2015_2,GIL,C,GIL_C,GIL_C_2015,GIL_C2,GIL_C2_Sweep,Sweep,2,2015,14.1,95,1,208,44,37,1,43,12,36,0,0,7,GIL_C_2016.17,8.483870968,0.709677419,24.80645161,30.74193548,8.580645161,0.096774194,81.83870968,12.87096774,0.177419355,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,0,Yes,SnS,Yes,0.5,IES,Yes,4,0,0,0,9,3
GIL_C2_Sweep_2016_1,GIL,C,GIL_C,GIL_C_2016,GIL_C2,GIL_C2_Sweep,Sweep,1,2016,12.17,94,4,177,104,51,0,104,6,15,0,5,53,GIL_C_2016.17,8.9,3.866666667,49.8,11.06666667,11.26666667,1.166666667,14.8,77,1.7,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,1,Yes,SnS,Yes,1.5,IES,Yes,3,0,3,0,23,4
GIL_C2_Sweep_2016_2,GIL,C,GIL_C,GIL_C_2016,GIL_C2,GIL_C2_Sweep,Sweep,2,2016,15,80,4,198,234,56,60,174,10,35,0,4,178,GIL_C_2016.17,8.9,3.866666667,49.8,11.06666667,11.26666667,1.166666667,14.8,77,1.7,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,1,Yes,SnS,Yes,1.5,IES,Yes,3,0,3,0,28,13
GIL_C2_Sweep_2017_1,GIL,C,GIL_C,GIL_C_2017,GIL_C2,GIL_C2_Sweep,Sweep,1,2017,9.87,75,4,172,96,88,2,94,14,3,0,2,8,GIL_C_2016.17,9.631578947,5.210526316,46.44736842,20.71052632,32.42105263,3.315789474,7.342105263,86.81578947,1.434210526,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,2,Yes,SnS,Yes,2.5,IES,Yes,12,4,3,0,34,10
GIL_C2_Sweep_2017_2,GIL,C,GIL_C,GIL_C_2017,GIL_C2,GIL_C2_Sweep,Sweep,2,2017,11.45,75,1,195,69,59,4,65,23,74,1,0,10,GIL_C_2016.17,9.631578947,5.210526316,46.44736842,20.71052632,32.42105263,3.315789474,7.342105263,86.81578947,1.434210526,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,2,Yes,SnS,Yes,2.5,IES,Yes,11,2,1,0,39,13
GIL_C2_Vacuum_2015_1,GIL,C,GIL_C,GIL_C_2015,GIL_C2,GIL_C2_Vacuum,Vacuum,1,2015,14.72,73,4,183,72,69,0,72,7,10,1,0,2,GIL_C_2016.17,8.483870968,0.709677419,24.80645161,30.74193548,8.580645161,0.096774194,81.83870968,12.87096774,0.177419355,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,0,Yes,SnS,Yes,0.5,IES,Yes,0,1,1,0,62,9
GIL_C2_Vacuum_2015_2,GIL,C,GIL_C,GIL_C_2015,GIL_C2,GIL_C2_Vacuum,Vacuum,2,2015,14.1,95,1,208,49,46,2,47,1,28,0,0,3,GIL_C_2016.17,8.483870968,0.709677419,24.80645161,30.74193548,8.580645161,0.096774194,81.83870968,12.87096774,0.177419355,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,0,Yes,SnS,Yes,0.5,IES,Yes,2,0,0,0,5,1
GIL_C2_Vacuum_2016_1,GIL,C,GIL_C,GIL_C_2016,GIL_C2,GIL_C2_Vacuum,Vacuum,1,2016,12.17,94,4,177,63,26,8,55,3,15,0,3,37,GIL_C_2016.17,8.9,3.866666667,49.8,11.06666667,11.26666667,1.166666667,14.8,77,1.7,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,1,Yes,SnS,Yes,1.5,IES,Yes,3,1,4,0,15,6
GIL_C2_Vacuum_2016_2,GIL,C,GIL_C,GIL_C_2016,GIL_C2,GIL_C2_Vacuum,Vacuum,2,2016,15,80,4,198,165,104,37,128,6,20,0,5,61,GIL_C_2016.17,8.9,3.866666667,49.8,11.06666667,11.26666667,1.166666667,14.8,77,1.7,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,1,Yes,SnS,Yes,1.5,IES,Yes,3,8,2,0,47,6
GIL_C2_Vacuum_2017_1,GIL,C,GIL_C,GIL_C_2017,GIL_C2,GIL_C2_Vacuum,Vacuum,1,2017,9.87,75,4,172,25,19,0,25,7,8,0,0,6,GIL_C_2016.17,9.631578947,5.210526316,46.44736842,20.71052632,32.42105263,3.315789474,7.342105263,86.81578947,1.434210526,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,2,Yes,SnS,Yes,2.5,IES,Yes,5,0,0,0,10,11
GIL_C2_Vacuum_2017_2,GIL,C,GIL_C,GIL_C_2017,GIL_C2,GIL_C2_Vacuum,Vacuum,2,2017,11.45,75,1,195,64,43,2,62,4,21,0,3,21,GIL_C_2016.17,9.631578947,5.210526316,46.44736842,20.71052632,32.42105263,3.315789474,7.342105263,86.81578947,1.434210526,0.634774326,0.174497445,0.164037261,0.017660704,0.009030264,0.772533805,2016.17,297.8376441,81.87462203,4.237021741,76.9666786,772.5338051,8.286444682,FB,2,Yes,SnS,Yes,2.5,IES,Yes,8,1,3,0,19,12
GIL_N1_Sweep_2015_1,GIL,N,GIL_N,GIL_N_2015,GIL_N1,GIL_N1_Sweep,Sweep,1,2015,13.8,73,4,183,17,16,0,17,2,17,0,0,1,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,3,0,0,0,2,3
GIL_N1_Sweep_2015_2,GIL,N,GIL_N,GIL_N_2015,GIL_N1,GIL_N1_Sweep,Sweep,2,2015,13.85,95,1,208,9,8,0,9,5,3,0,1,1,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,0,0,0,0,4,0
GIL_N1_Sweep_2016_1,GIL,N,GIL_N,GIL_N_2016,GIL_N1,GIL_N1_Sweep,Sweep,1,2016,11.68,94,4,177,35,11,1,34,3,4,0,3,24,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,1,2,0,0,10,7
GIL_N1_Sweep_2016_2,GIL,N,GIL_N,GIL_N_2016,GIL_N1,GIL_N1_Sweep,Sweep,2,2016,14.67,80,4,198,88,86,0,88,4,1,0,1,2,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,5,1,2,0,25,3
GIL_N1_Sweep_2017_1,GIL,N,GIL_N,GIL_N_2017,GIL_N1,GIL_N1_Sweep,Sweep,1,2017,10.73,75,4,172,42,36,0,42,9,7,0,1,6,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,12,3,0,0,17,8
GIL_N1_Sweep_2017_2,GIL,N,GIL_N,GIL_N_2017,GIL_N1,GIL_N1_Sweep,Sweep,2,2017,14.22,75,1,195,74,49,7,67,23,45,0,5,25,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,20,1,1,0,24,8
GIL_N1_Vacuum_2015_1,GIL,N,GIL_N,GIL_N_2015,GIL_N1,GIL_N1_Vacuum,Vacuum,1,2015,13.8,73,4,183,19,15,0,19,1,7,0,0,4,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,1,0,1,0,15,4
GIL_N1_Vacuum_2015_2,GIL,N,GIL_N,GIL_N_2015,GIL_N1,GIL_N1_Vacuum,Vacuum,2,2015,13.85,95,1,208,48,44,3,45,3,10,0,0,4,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,0,0,0,0,21,1
GIL_N1_Vacuum_2016_1,GIL,N,GIL_N,GIL_N_2016,GIL_N1,GIL_N1_Vacuum,Vacuum,1,2016,11.68,94,4,177,51,29,1,50,1,7,0,4,22,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,4,1,5,0,21,16
GIL_N1_Vacuum_2016_2,GIL,N,GIL_N,GIL_N_2016,GIL_N1,GIL_N1_Vacuum,Vacuum,2,2016,14.67,80,4,198,335,313,8,327,6,29,0,1,22,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,2,1,1,0,19,24
GIL_N1_Vacuum_2017_1,GIL,N,GIL_N,GIL_N_2017,GIL_N1,GIL_N1_Vacuum,Vacuum,1,2017,10.73,75,4,172,17,7,0,17,5,7,0,1,10,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,2,1,0,0,18,19
GIL_N1_Vacuum_2017_2,GIL,N,GIL_N,GIL_N_2017,GIL_N1,GIL_N1_Vacuum,Vacuum,2,2017,14.22,75,1,195,91,77,4,87,22,29,0,2,14,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,7,0,1,0,15,12
GIL_N2_Sweep_2015_1,GIL,N,GIL_N,GIL_N_2015,GIL_N2,GIL_N2_Sweep,Sweep,1,2015,14.17,73,4,183,22,20,0,22,3,37,0,0,2,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,0,0,0,0,7,0
GIL_N2_Sweep_2015_2,GIL,N,GIL_N,GIL_N_2015,GIL_N2,GIL_N2_Sweep,Sweep,2,2015,13.58,95,1,208,44,35,0,44,8,22,0,0,9,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,3,0,0,0,7,2
GIL_N2_Sweep_2016_1,GIL,N,GIL_N,GIL_N_2016,GIL_N2,GIL_N2_Sweep,Sweep,1,2016,11.2,94,4,177,35,15,0,35,6,13,0,0,20,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,0,0,1,0,9,4
GIL_N2_Sweep_2016_2,GIL,N,GIL_N,GIL_N_2016,GIL_N2,GIL_N2_Sweep,Sweep,2,2016,14.23,80,4,198,66,36,3,63,48,14,0,3,30,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,3,1,1,0,16,5
GIL_N2_Sweep_2017_1,GIL,N,GIL_N,GIL_N_2017,GIL_N2,GIL_N2_Sweep,Sweep,1,2017,10.45,75,4,172,65,59,0,65,6,29,0,0,6,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,4,1,0,0,12,6
GIL_N2_Sweep_2017_2,GIL,N,GIL_N,GIL_N_2017,GIL_N2,GIL_N2_Sweep,Sweep,2,2017,11.97,75,1,195,36,27,1,35,22,48,0,2,9,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,6,3,1,1,21,5
GIL_N2_Vacuum_2015_1,GIL,N,GIL_N,GIL_N_2015,GIL_N2,GIL_N2_Vacuum,Vacuum,1,2015,14.17,73,4,183,19,17,2,17,1,8,0,0,2,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,1,0,0,0,20,6
GIL_N2_Vacuum_2015_2,GIL,N,GIL_N,GIL_N_2015,GIL_N2,GIL_N2_Vacuum,Vacuum,2,2015,13.58,95,1,208,45,43,1,44,0,11,0,0,2,GIL_N_2016.17,2.965517241,0.310344828,25.96551724,56.37931034,5.448275862,0.655172414,77.17241379,17.51724138,0.224137931,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,0,Yes,Spr,Yes,0.5,IES,Yes,1,0,0,0,2,2
GIL_N2_Vacuum_2016_1,GIL,N,GIL_N,GIL_N_2016,GIL_N2,GIL_N2_Vacuum,Vacuum,1,2016,11.2,94,4,177,50,33,4,46,6,6,0,1,17,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,6,1,3,0,18,4
GIL_N2_Vacuum_2016_2,GIL,N,GIL_N,GIL_N_2016,GIL_N2,GIL_N2_Vacuum,Vacuum,2,2016,14.23,80,4,198,78,62,0,78,3,9,0,1,16,GIL_N_2016.17,6.866666667,2.733333333,46.8,5.733333333,12.86666667,4.433333333,6.366666667,88.03333333,1.466666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,1,Yes,Spr,Yes,1.5,IES,Yes,2,1,1,1,42,5
GIL_N2_Vacuum_2017_1,GIL,N,GIL_N,GIL_N_2017,GIL_N2,GIL_N2_Vacuum,Vacuum,1,2017,10.45,75,4,172,18,11,0,18,7,10,0,1,7,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,6,1,0,0,19,8
GIL_N2_Vacuum_2017_2,GIL,N,GIL_N,GIL_N_2017,GIL_N2,GIL_N2_Vacuum,Vacuum,2,2017,11.97,75,1,195,72,58,2,70,6,8,0,0,15,GIL_N_2016.17,12.25,3.125,36.875,5.375,14.95833333,1.375,7.458333333,87.08333333,1.416666667,0.660877206,0.164777595,0.139605587,0.020995562,0.01374405,0.887245185,2016.17,288.1402312,71.84247534,5.992359224,60.86756484,887.2451848,9.153994196,FB,2,Yes,Spr,Yes,2.5,IES,Yes,3,1,0,0,18,10
GIL_S1_Sweep_2015_1,GIL,S,GIL_S,GIL_S_2015,GIL_S1,GIL_S1_Sweep,Sweep,1,2015,13.07,73,4,183,39,36,0,39,9,36,0,0,3,GIL_S_2016.17,68.03333333,1,22.36666667,3.366666667,10.7,4.366666667,32.43333333,60.66666667,0.65,0.595752206,0.196990729,0.185360481,0.012721409,0.009175175,0.720327468,2016.17,275.4688982,91.08622425,4.24249445,85.70853288,720.3274682,5.882231731,FB,3,Yes,Con,No,0.5,IES,Yes,3,0,1,0,18,3
GIL_S1_Sweep_2015_2,GIL,S,GIL_S,GIL_S_2015,GIL_S1,GIL_S1_Sweep,Sweep,2,2015,13.03,95,1,208,19,17,0,19,43,6,0,0,2,GIL_S_2016.17,68.03333333,1,22.36666667,3.366666667,10.7,4.366666667,32.43333333,60.66666667,0.65,0.595752206,0.196990729,0.185360481,0.012721409,0.009175175,0.720327468,2016.17,275.4688982,91.08622425,4.24249445,85.70853288,720.3274682,5.882231731,FB,3,Yes,Con,No,0.5,IES,Yes,1,0,0,0,20,10
GIL_S1_Sweep_2016_1,GIL,S,GIL_S,GIL_S_2016,GIL_S1,GIL_S1_Sweep,Sweep,1,2016,10.52,94,4,177,14,9,0,14,3,2,0,1,5,GIL_S_2016.17,35.4,2.6,43.5,10.93333333,13.1,4.566666667,46.56666667,38.2,6.366666667,0.595752206,0.196990729,0.185360481,0.012721409,0.009175175,0.720327468,2016.17,275.4688982,91.08622425,4.24249445,85.70853288,720.3274682,5.882231731,FB,0,Yes,Con,No,1.5,IES,Yes,0,0,0,0,1,2
GIL_S1_Sweep_2016_2,GIL,S,GIL_S,GIL_S_2016,GIL_S1,GIL_S1_Sweep,Sweep,2,2016,13.47,80,4,198,38,38,0,38,17,7,0,0,0,GIL_S_2016.17,35.4,2.6,43.5,10.93333333,13.1,4.566666667,46.56666667,38.2,6.366666667,0.595752206,0.196990729,0.185360481,0.012721409,0.009175175,0.720327468,2016.17,275.4688982,91.08622425,4.24249445,85.70853288,720.3274682,5.882231731,FB,0,Yes,Con,No,1.5,IES,Yes,1,0,0,0,21,6
GIL_S1_Sweep_2017_1,GIL,S,GIL_S,GIL_S_2017,GIL_S1,GIL_S1_Sweep,Sweep,1,2017,11.2,75,4,172,42,38,1,41,3,16,0,2,4,GIL_S_2016.17,36.60714286,5.821428571,32.17857143,9.892857143,26.42857143,1.464285714,4.571428571,93.71428571,1.410714286,0.595752206,0.196990729,0.185360481,0.012721409,0.009175175,0.720327468,2016.17,275.4688982,91.08622425,4.24249445,85.70853288,720.3274682,5.882231731,FB,1,Yes,Con,No,2.5,IES,Yes,5,0,0,0,3,3
GIL_S1_Sweep_2017_2,GIL,S,GIL_S,GIL_S_2017,GIL_S1,GIL_S1_Sweep,Sweep,2,2017,11.15,75,1,195,25,24,0,25,79,7,0,0,1,GIL_S_2016.17,36.60714286,5.821428571,32.17857143,9.892857143,26.42857143,1.464285714,4.571428571,93.71428571,1.410714286,0.595752206,0.196990729,0.185360481,0.012721409,0.009175175,0.720327468,2016.17,275.4688982,91.08622425,4.24249445,85.70853288,720.3274682,5.882231731,FB,1,Yes,Con,No,2.5,IES,Yes,2,0,0,0,8,7
